timestamp,region,price_per_kwh
2024-05-01 00:05:00,QLD1,0.08742395
2024-05-01 00:10:00,QLD1,0.08799093999999999
2024-05-01 00:15:00,QLD1,0.08790828
2024-05-01 00:20:00,QLD1,0.08786014
2024-05-01 00:25:00,QLD1,0.0856
2024-05-01 00:30:00,QLD1,0.0856
2024-05-01 00:35:00,QLD1,0.0856
2024-05-01 00:40:00,QLD1,0.08555
2024-05-01 00:45:00,QLD1,0.08938638
2024-05-01 00:50:00,QLD1,0.0856
2024-05-01 00:55:00,QLD1,0.06182384
2024-05-01 01:00:00,QLD1,0.06771366999999999
2024-05-01 01:05:00,QLD1,0.0596
2024-05-01 01:10:00,QLD1,0.061368400000000004
2024-05-01 01:15:00,QLD1,0.060891219999999996
2024-05-01 01:20:00,QLD1,0.05955
2024-05-01 01:25:00,QLD1,0.06091167
2024-05-01 01:30:00,QLD1,0.0596
2024-05-01 01:35:00,QLD1,0.05129048
2024-05-01 01:40:00,QLD1,0.05955
2024-05-01 01:45:00,QLD1,0.08339966
2024-05-01 01:50:00,QLD1,0.07552696
2024-05-01 01:55:00,QLD1,0.08277169000000001
2024-05-01 02:00:00,QLD1,0.07617691
2024-05-01 02:05:00,QLD1,0.08555
2024-05-01 02:10:00,QLD1,0.07485275
2024-05-01 02:15:00,QLD1,0.08555
2024-05-01 02:20:00,QLD1,0.0596
2024-05-01 02:25:00,QLD1,0.07346055
2024-05-01 02:30:00,QLD1,0.08555
2024-05-01 02:35:00,QLD1,0.08139389
2024-05-01 02:40:00,QLD1,0.05955
2024-05-01 02:45:00,QLD1,0.06403887
2024-05-01 02:50:00,QLD1,0.0751726
2024-05-01 02:55:00,QLD1,0.05955
2024-05-01 03:00:00,QLD1,0.06304054
2024-05-01 03:05:00,QLD1,0.07393407
2024-05-01 03:10:00,QLD1,0.07295006999999999
2024-05-01 03:15:00,QLD1,0.07386666
2024-05-01 03:20:00,QLD1,0.08058019
2024-05-01 03:25:00,QLD1,0.07508522999999999
2024-05-01 03:30:00,QLD1,0.07480138
2024-05-01 03:35:00,QLD1,0.06682907
2024-05-01 03:40:00,QLD1,0.08555
2024-05-01 03:45:00,QLD1,0.09931999999999999
2024-05-01 03:50:00,QLD1,0.0856
2024-05-01 03:55:00,QLD1,0.07536859
2024-05-01 04:00:00,QLD1,0.08555
2024-05-01 04:05:00,QLD1,0.0841523
2024-05-01 04:10:00,QLD1,0.09397441999999999
2024-05-01 04:15:00,QLD1,0.08555
2024-05-01 04:20:00,QLD1,0.08555
2024-05-01 04:25:00,QLD1,0.08575
2024-05-01 04:30:00,QLD1,0.0867099
2024-05-01 04:35:00,QLD1,0.07842182
2024-05-01 04:40:00,QLD1,0.08555
2024-05-01 04:45:00,QLD1,0.08062090999999999
2024-05-01 04:50:00,QLD1,0.08555
2024-05-01 04:55:00,QLD1,0.07854074
2024-05-01 05:00:00,QLD1,0.07663998999999999
2024-05-01 05:05:00,QLD1,0.0856
2024-05-01 05:10:00,QLD1,0.0856
2024-05-01 05:15:00,QLD1,0.08590640999999999
2024-05-01 05:20:00,QLD1,0.09931999999999999
2024-05-01 05:25:00,QLD1,0.11575
2024-05-01 05:30:00,QLD1,0.10075
2024-05-01 05:35:00,QLD1,0.10075
2024-05-01 05:40:00,QLD1,0.10075
2024-05-01 05:45:00,QLD1,0.08756563
2024-05-01 05:50:00,QLD1,0.09917911
2024-05-01 05:55:00,QLD1,0.10433643
2024-05-01 06:00:00,QLD1,0.11575
2024-05-01 06:05:00,QLD1,0.09486416
2024-05-01 06:10:00,QLD1,0.11967831
2024-05-01 06:15:00,QLD1,0.16750063
2024-05-01 06:20:00,QLD1,0.10074997000000001
2024-05-01 06:25:00,QLD1,0.12253371
2024-05-01 06:30:00,QLD1,0.14483984
2024-05-01 06:35:00,QLD1,0.1694407
2024-05-01 06:40:00,QLD1,0.17090579
2024-05-01 06:45:00,QLD1,0.15952685
2024-05-01 06:50:00,QLD1,0.16954554
2024-05-01 06:55:00,QLD1,0.14571587
2024-05-01 07:00:00,QLD1,0.14513432
2024-05-01 07:05:00,QLD1,0.15117034000000001
2024-05-01 07:10:00,QLD1,0.14210898
2024-05-01 07:15:00,QLD1,0.14017241000000003
2024-05-01 07:20:00,QLD1,0.13752831000000001
2024-05-01 07:25:00,QLD1,0.13133457
2024-05-01 07:30:00,QLD1,0.10075
2024-05-01 07:35:00,QLD1,0.0856
2024-05-01 07:40:00,QLD1,0.051506239999999995
2024-05-01 07:45:00,QLD1,0.08555
2024-05-01 07:50:00,QLD1,0.08555
2024-05-01 07:55:00,QLD1,0.0494
2024-05-01 08:00:00,QLD1,0.048549999999999996
2024-05-01 08:05:00,QLD1,0.03188
2024-05-01 08:10:00,QLD1,0.030129799999999998
2024-05-01 08:15:00,QLD1,-0.01
2024-05-01 08:20:00,QLD1,-0.0108
2024-05-01 08:25:00,QLD1,-0.0205
2024-05-01 08:30:00,QLD1,-0.0205
2024-05-01 08:35:00,QLD1,-0.0205
2024-05-01 08:40:00,QLD1,-0.0205
2024-05-01 08:45:00,QLD1,-0.0205
2024-05-01 08:50:00,QLD1,-0.0205
2024-05-01 08:55:00,QLD1,-0.0205
2024-05-01 09:00:00,QLD1,-0.0205
2024-05-01 09:05:00,QLD1,-0.0205
2024-05-01 09:10:00,QLD1,-0.0108
2024-05-01 09:15:00,QLD1,-0.0205
2024-05-01 09:20:00,QLD1,-0.0205
2024-05-01 09:25:00,QLD1,-0.0205
2024-05-01 09:30:00,QLD1,-0.0205
2024-05-01 09:35:00,QLD1,-0.0205
2024-05-01 09:40:00,QLD1,-0.0254
2024-05-01 09:45:00,QLD1,-0.0254
2024-05-01 09:50:00,QLD1,-0.03657
2024-05-01 09:55:00,QLD1,-0.0416
2024-05-01 10:00:00,QLD1,-0.04157
2024-05-01 10:05:00,QLD1,-0.03657
2024-05-01 10:10:00,QLD1,-0.03657
2024-05-01 10:15:00,QLD1,-0.04265415
2024-05-01 10:20:00,QLD1,-0.044783790000000004
2024-05-01 10:25:00,QLD1,-0.04501
2024-05-01 10:30:00,QLD1,-0.045340000000000005
2024-05-01 10:35:00,QLD1,-0.045340000000000005
2024-05-01 10:40:00,QLD1,-0.04501
2024-05-01 10:45:00,QLD1,-0.045340000000000005
2024-05-01 10:50:00,QLD1,-0.04501
2024-05-01 10:55:00,QLD1,-0.04506
2024-05-01 11:00:00,QLD1,-0.03657
2024-05-01 11:05:00,QLD1,-0.0254
2024-05-01 11:10:00,QLD1,-0.0205
2024-05-01 11:15:00,QLD1,-0.04157
2024-05-01 11:20:00,QLD1,-0.03741
2024-05-01 11:25:00,QLD1,-0.0254
2024-05-01 11:30:00,QLD1,-0.0254
2024-05-01 11:35:00,QLD1,-0.035
2024-05-01 11:40:00,QLD1,-0.0205
2024-05-01 11:45:00,QLD1,-0.0205
2024-05-01 11:50:00,QLD1,-0.0205
2024-05-01 11:55:00,QLD1,-0.0205
2024-05-01 12:00:00,QLD1,-0.0205
2024-05-01 12:05:00,QLD1,-0.0254
2024-05-01 12:10:00,QLD1,-0.0205
2024-05-01 12:15:00,QLD1,-0.0205
2024-05-01 12:20:00,QLD1,0.014060000000000001
2024-05-01 12:25:00,QLD1,0.02157
2024-05-01 12:30:00,QLD1,-0.0205
2024-05-01 12:35:00,QLD1,-0.0108
2024-05-01 12:40:00,QLD1,0.00507502
2024-05-01 12:45:00,QLD1,-0.0108
2024-05-01 12:50:00,QLD1,-0.0108
2024-05-01 12:55:00,QLD1,-0.0108
2024-05-01 13:00:00,QLD1,-0.0205
2024-05-01 13:05:00,QLD1,-0.0205
2024-05-01 13:10:00,QLD1,-0.0205
2024-05-01 13:15:00,QLD1,-0.0108
2024-05-01 13:20:00,QLD1,-0.0108
2024-05-01 13:25:00,QLD1,0.04776359
2024-05-01 13:30:00,QLD1,0.03455
2024-05-01 13:35:00,QLD1,0.0346
2024-05-01 13:40:00,QLD1,0.061729860000000004
2024-05-01 13:45:00,QLD1,0.05047839
2024-05-01 13:50:00,QLD1,0.03513348
2024-05-01 13:55:00,QLD1,0.05174313
2024-05-01 14:00:00,QLD1,0.050283459999999995
2024-05-01 14:05:00,QLD1,0.03874996
2024-05-01 14:10:00,QLD1,0.048549999999999996
2024-05-01 14:15:00,QLD1,0.06273
2024-05-01 14:20:00,QLD1,0.048549999999999996
2024-05-01 14:25:00,QLD1,0.03935644
2024-05-01 14:30:00,QLD1,0.03874998
2024-05-01 14:35:00,QLD1,0.038549999999999994
2024-05-01 14:40:00,QLD1,0.038549999999999994
2024-05-01 14:45:00,QLD1,0.03828902
2024-05-01 14:50:00,QLD1,0.034189210000000005
2024-05-01 14:55:00,QLD1,0.05859655
2024-05-01 15:00:00,QLD1,0.09484147
2024-05-01 15:05:00,QLD1,0.05975003
2024-05-01 15:10:00,QLD1,0.05975
2024-05-01 15:15:00,QLD1,0.03875
2024-05-01 15:20:00,QLD1,0.03484256
2024-05-01 15:25:00,QLD1,0.03489566
2024-05-01 15:30:00,QLD1,0.05570805
2024-05-01 15:35:00,QLD1,0.03958137
2024-05-01 15:40:00,QLD1,0.039343409999999995
2024-05-01 15:45:00,QLD1,0.048600000000000004
2024-05-01 15:50:00,QLD1,0.05955
2024-05-01 15:55:00,QLD1,0.0857409
2024-05-01 16:00:00,QLD1,0.08462198
2024-05-01 16:05:00,QLD1,0.04827695
2024-05-01 16:10:00,QLD1,0.05955
2024-05-01 16:15:00,QLD1,0.06273008000000001
2024-05-01 16:20:00,QLD1,0.09931999999999999
2024-05-01 16:25:00,QLD1,0.0979
2024-05-01 16:30:00,QLD1,0.13301
2024-05-01 16:35:00,QLD1,0.11409414
2024-05-01 16:40:00,QLD1,0.14322105999999998
2024-05-01 16:45:00,QLD1,0.14154726
2024-05-01 16:50:00,QLD1,0.20874139
2024-05-01 16:55:00,QLD1,0.1452
2024-05-01 17:00:00,QLD1,0.17809552
2024-05-01 17:05:00,QLD1,0.26300999999999997
2024-05-01 17:10:00,QLD1,0.1452
2024-05-01 17:15:00,QLD1,0.26300999999999997
2024-05-01 17:20:00,QLD1,0.36576002999999996
2024-05-01 17:25:00,QLD1,0.29074997
2024-05-01 17:30:00,QLD1,0.28575003
2024-05-01 17:35:00,QLD1,0.26155
2024-05-01 17:40:00,QLD1,0.24423
2024-05-01 17:45:00,QLD1,0.24423
2024-05-01 17:50:00,QLD1,0.24423
2024-05-01 17:55:00,QLD1,0.1452
2024-05-01 18:00:00,QLD1,0.24423
2024-05-01 18:05:00,QLD1,0.14461000000000002
2024-05-01 18:10:00,QLD1,0.13897
2024-05-01 18:15:00,QLD1,0.12
2024-05-01 18:20:00,QLD1,0.14041399999999998
2024-05-01 18:25:00,QLD1,0.12
2024-05-01 18:30:00,QLD1,0.13898
2024-05-01 18:35:00,QLD1,0.15345363
2024-05-01 18:40:00,QLD1,0.13844587000000003
2024-05-01 18:45:00,QLD1,0.13897
2024-05-01 18:50:00,QLD1,0.15592612
2024-05-01 18:55:00,QLD1,0.13897
2024-05-01 19:00:00,QLD1,0.11575
2024-05-01 19:05:00,QLD1,0.12121352
2024-05-01 19:10:00,QLD1,0.13301
2024-05-01 19:15:00,QLD1,0.12310283
2024-05-01 19:20:00,QLD1,0.11762751
2024-05-01 19:25:00,QLD1,0.11614068000000001
